11,Rondonia,1102,Leste Rondoniense,11004,Ji-Parana,01435,Nova Uniao,05,Nova Uniao,00,
11,Rondonia,1102,Leste Rondoniense,11004,Ji-Parana,01559,Teixeiropolis,05,Teixeiropolis,00,
11,Rondonia,1102,Leste Rondoniense,11004,Ji-Parana,01609,Theobroma,05,Theobroma,00,
11,Rondonia,1102,Leste Rondoniense,11004,Ji-Parana,01708,Urupa,05,Urupa,00,
11,Rondonia,1102,Leste Rondoniense,11004,Ji-Parana,01807,Vale do Paraiso,05,Vale do Paraiso,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00148,Nova Brasilandia D'Oeste,05,Nova Brasilandia D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00320,Sao Miguel do Guapore,05,Sao Miguel do Guapore,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00320,Sao Miguel do Guapore,20,Santana do Guapore,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00346,Alvorada D'Oeste,05,Alvorada D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00346,Alvorada D'Oeste,25,Tancredopolis,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,00346,Alvorada D'Oeste,30,Terra Boa,00,
11,Rondonia,1102,Leste Rondoniense,11005,Alvorada D'Oeste,01500,Seringueiras,05,Seringueiras,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,05,Alta Floresta D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,15,Filadelfia d'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,20,Izidolandia,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,25,Nova Gease d'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,30,Rolim de Moura do Guapore,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00015,Alta Floresta D'Oeste,35,Santo Antonio d'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00049,Cacoal,05,Cacoal,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00049,Cacoal,10,Riozinho,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00098,Espigao D'Oeste,05,Espigao D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00098,Espigao D'Oeste,10,Boa Vista do Pacarana,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00098,Espigao D'Oeste,12,Novo Paraiso,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00098,Espigao D'Oeste,15,Flor da Serra,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00098,Espigao D'Oeste,18,Nova Esperanca,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00288,Rolim de Moura,05,Rolim de Moura,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00296,Santa Luzia D'Oeste,05,Santa Luzia D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00379,Alto Alegre dos Parecis,05,Alto Alegre dos Parecis,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00502,Novo Horizonte do Oeste,05,Novo Horizonte do Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,00908,Castanheiras,05,Castanheiras,00,
11,Rondonia,1102,Leste Rondoniense,11006,Cacoal,01203,Ministro Andreazza,05,Ministro Andreazza,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,00189,Pimenta Bueno,05,Pimenta Bueno,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,00189,Pimenta Bueno,15,Marco Rondon,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,00304,Vilhena,05,Vilhena,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,00924,Chupinguaia,05,Chupinguaia,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,01450,Parecis,05,Parecis,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,01476,Primavera de Rondonia,05,Primavera de Rondonia,00,
11,Rondonia,1102,Leste Rondoniense,11007,Vilhena,01484,Sao Felipe D'Oeste,05,Sao Felipe D'Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11008,Colorado do Oeste,00031,Cabixi,05,Cabixi,00,
11,Rondonia,1102,Leste Rondoniense,11008,Colorado do Oeste,00056,Cerejeiras,05,Cerejeiras,00,
11,Rondonia,1102,Leste Rondoniense,11008,Colorado do Oeste,00064,Colorado do Oeste,05,Colorado do Oeste,00,
11,Rondonia,1102,Leste Rondoniense,11008,Colorado do Oeste,00072,Corumbiara,05,Corumbiara,00,
11,Rondonia,1102,Leste Rondoniense,11008,Colorado do Oeste,01468,Pimenteiras do Oeste,05,Pimenteiras do Oeste,00,
12,Acre,1201,Vale do Jurua,12001,Cruzeiro do Sul,00203,Cruzeiro do Sul,05,Cruzeiro do Sul,00,
12,Acre,1201,Vale do Jurua,12001,Cruzeiro do Sul,00336,Mancio Lima,05,Mancio Lima,00,
12,Acre,1201,Vale do Jurua,12001,Cruzeiro do Sul,00351,Marechal Thaumaturgo,05,Marechal Thaumaturgo,00,
12,Acre,1201,Vale do Jurua,12001,Cruzeiro do Sul,00393,Porto Walter,05,Porto Walter,00,
12,Acre,1201,Vale do Jurua,12001,Cruzeiro do Sul,00427,Rodrigues Alves,05,Rodrigues Alves,00,
12,Acre,1201,Vale do Jurua,12002,Tarauaca,00302,Feijo,05,Feijo,00,
12,Acre,1201,Vale do Jurua,12002,Tarauaca,00328,Jordao,05,Jordao,00,
12,Acre,1201,Vale do Jurua,12002,Tarauaca,00609,Tarauaca,05,Tarauaca,00,
12,Acre,1202,Vale do Acre,12003,Sena Madureira,00344,Manoel Urbano,05,Manoel Urbano,00,
12,Acre,1202,Vale do Acre,12003,Sena Madureira,00435,Santa Rosa do Purus,05,Santa Rosa do Purus,00,
12,Acre,1202,Vale do Acre,12003,Sena Madureira,00500,Sena Madureira,05,Sena Madureira,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00013,Acrelandia,05,Acrelandia,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00138,Bujari,05,Bujari,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00179,Capixaba,05,Capixaba,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00385,Placido de Castro,05,Placido de Castro,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00385,Placido de Castro,10,Campinas,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00401,Rio Branco,05,Rio Branco,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00450,Senador Guiomard,05,Senador Guiomard,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00807,Porto Acre,05,Porto Acre,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00807,Porto Acre,20,Vila do Caqueta,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00807,Porto Acre,23,Vila do Incra,00,
12,Acre,1202,Vale do Acre,12004,Rio Branco,00807,Porto Acre,25,Vila do V,00,
12,Acre,1202,Vale do Acre,12005,Brasileia,00054,Assis Brasil,05,Assis Brasil,00,
12,Acre,1202,Vale do Acre,12005,Brasileia,00104,Brasileia,05,Brasileia,00,
12,Acre,1202,Vale do Acre,12005,Brasileia,00252,Epitaciolandia,05,Epitaciolandia,00,
12,Acre,1202,Vale do Acre,12005,Brasileia,00708,Xapuri,05,Xapuri,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,00409,Barcelos,05,Barcelos,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03205,Novo Airao,05,Novo Airao,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03601,Santa Isabel do Rio Negro,05,Santa Isabel do Rio Negro,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03809,Sao Gabriel da Cachoeira,05,Sao Gabriel da Cachoeira,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03809,Sao Gabriel da Cachoeira,12,Cucui,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03809,Sao Gabriel da Cachoeira,15,Icana,00,
13,Amazonas,1301,Norte Amazonense,13001,Rio Negro,03809,Sao Gabriel da Cachoeira,20,Sao Felipe,00,
13,Amazonas,1301,Norte Amazonense,13002,Japura,02108,Japura,05,Japura,00,
13,Amazonas,1301,Norte Amazonense,13002,Japura,02801,Maraa,05,Maraa,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,00060,Amatura,05,Amatura,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,00201,Atalaia do Norte,05,Atalaia do Norte,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,00607,Benjamin Constant,05,Benjamin Constant,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,01605,Fonte Boa,05,Fonte Boa,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,02306,Jutai,05,Jutai,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,03700,Santo Antonio do Ica,05,Santo Antonio do Ica,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,03908,Sao Paulo de Olivenca,05,Sao Paulo de Olivenca,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,03908,Sao Paulo de Olivenca,15,Santa Rita,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,04062,Tabatinga,05,Tabatinga,00,
13,Amazonas,1302,Sudoeste Amazonense,13003,Alto Solimoes,04237,Tonantins,05,Tonantins,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01001,Carauari,05,Carauari,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01407,Eirunepe,05,Eirunepe,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01506,Envira,05,Envira,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01654,Guajara,05,Guajara,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01803,Ipixuna,05,Ipixuna,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,01951,Itamarati,05,Itamarati,00,
13,Amazonas,1302,Sudoeste Amazonense,13004,Jurua,02207,Jurua,05,Jurua,00,
13,Amazonas,1303,Centro Amazonense,13005,Tefe,00029,Alvaraes,05,Alvaraes,00,
13,Amazonas,1303,Centro Amazonense,13005,Tefe,04203,Tefe,05,Tefe,00,
13,Amazonas,1303,Centro Amazonense,13005,Tefe,04260,Uarini,05,Uarini,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,00086,Anama,05,Anama,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,00102,Anori,05,Anori,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,00631,Beruri,05,Beruri,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,00839,Caapiranga,05,Caapiranga,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,01209,Coari,05,Coari,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,01308,Codajas,05,Codajas,00,
13,Amazonas,1303,Centro Amazonense,13006,Coari,01308,Codajas,10,Badajos,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,00300,Autazes,05,Autazes,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,00300,Autazes,10,Murutinga,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01100,Careiro,05,Careiro,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01159,Careiro da Varzea,05,Careiro da Varzea,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01852,Iranduba,05,Iranduba,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01852,Iranduba,10,Ariau,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01852,Iranduba,15,Cacau Pirera,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01852,Iranduba,20,Lago do Limao,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,01852,Iranduba,25,Paricatuba,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02504,Manacapuru,05,Manacapuru,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02553,Manaquiri,05,Manaquiri,00,
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,06,Primeira R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,07,Segunda R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,08,Terceira R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,09,Quarta R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,10,Quinta R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,11,Sexta R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,12,Setima R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,13,Oitava R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,14,Nona R.A.
13,Amazonas,1303,Centro Amazonense,13007,Manaus,02603,Manaus,05,Manaus,00,
13,Amazonas,1303,Centro Amazonense,13008,Rio Preto da Eva,03536,Presidente Figueiredo,05,Presidente Figueiredo,00,
13,Amazonas,1303,Centro Amazonense,13008,Rio Preto da Eva,03536,Presidente Figueiredo,10,Balbina,00,
13,Amazonas,1303,Centro Amazonense,13008,Rio Preto da Eva,03569,Rio Preto da Eva,05,Rio Preto da Eva,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,01902,Itacoatiara,05,Itacoatiara,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,01902,Itacoatiara,10,Amatari,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,02009,Itapiranga,05,Itapiranga,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,03106,Nova Olinda do Norte,05,Nova Olinda do Norte,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,04005,Silves,05,Silves,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,04401,Urucurituba,05,Urucurituba,00,
13,Amazonas,1303,Centro Amazonense,13009,Itacoatiara,04401,Urucurituba,10,Augusto Montenegro,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00508,Barreirinha,05,Barreirinha,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00508,Barreirinha,10,Ariau,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00508,Barreirinha,12,Cameta,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00508,Barreirinha,15,Freguesia do Andira,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00508,Barreirinha,20,Pedras,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00680,Boa Vista do Ramos,05,Boa Vista do Ramos,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00680,Boa Vista do Ramos,10,Lago Preto,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,00680,Boa Vista do Ramos,15,Massauari,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,02900,Maues,05,Maues,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,02900,Maues,10,Osorio da Fonseca,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,02900,Maues,15,Repartimento,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,03007,Nhamunda,05,Nhamunda,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,03403,Parintins,05,Parintins,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,03403,Parintins,10,Mocambo,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,03957,Sao Sebastiao do Uatuma,05,Sao Sebastiao do Uatuma,00,
13,Amazonas,1303,Centro Amazonense,13010,Parintins,04302,Urucara,05,Urucara,00,
13,Amazonas,1304,Sul Amazonense,13011,Boca do Acre,00706,Boca do Acre,05,Boca do Acre,00,
